Type_OSM,id_OSM,lon,lat,tuple Lat-lon,Catégories,Sous_Cat,name
node,5062882135,3.0977644,50.6244562,"(50.6244562,3.0977644)",Slow_transport,bicycle_parking,1 Rue du Chevalier de la Barre
node,10028391269,3.0694886,50.6202744,"(50.6202744,3.0694886)",Entertainment,fast_food,1000 Pâtes
node,9683425653,3.0437168,50.6316521,"(50.6316521,3.0437168)",Entertainment,fast_food,121 Food street
node,5573934058,3.0992739,50.6248791,"(50.6248791,3.0992739)",Slow_transport,bicycle_parking,128 Rue Chanzy
node,5635635119,3.1104683,50.6282617,"(50.6282617,3.1104683)",Slow_transport,bicycle_parking,14 Rue du Théatre de Verdure
node,4732035051,3.1016915,50.6225839,"(50.6225839,3.1016915)",Slow_transport,bicycle_parking,162 Rue Ferdinand Mathias
node,5062882136,3.0976826,50.6244477,"(50.6244477,3.0976826)",Slow_transport,bicycle_parking,2 Rue du Chevalier de la Barre
node,5062882137,3.1005913,50.6250251,"(50.6250251,3.1005913)",Slow_transport,bicycle_parking,215 Rue Chanzy
node,9985932828,3.0622238,50.6330646,"(50.6330646,3.0622238)",Daily_Life,hairdresser,235 Barber Street
node,5573934056,3.0990562,50.6247401,"(50.6247401,3.0990562)",Slow_transport,bicycle_parking,247 Rue Ferrer
node,5573934057,3.0989420,50.6247156,"(50.6247156,3.0989420)",Slow_transport,bicycle_parking,249 Rue Ferrer
node,3002299471,3.0604380,50.6307594,"(50.6307594,3.0604380)",Daily_Life,hairdresser,2nd Street
node,4442146051,3.0692959,50.6361629,"(50.6361629,3.0692959)",Entertainment,restaurant,3 Brasseurs
node,5252920083,3.1115606,50.6281934,"(50.6281934,3.1115606)",Slow_transport,bicycle_parking,31T Rue Faidherbe
node,5788114779,3.0162586,50.6426699,"(50.6426699,3.0162586)",Entertainment,fast_food,411 Avenue Burger
node,9160545170,3.0573017,50.6403932,"(50.6403932,3.0573017)",Entertainment,restaurant,49R
node,9925441198,3.0236740,50.6329841,"(50.6329841,3.0236740)",Slow_transport,bicycle_parking,5 arceaux
node,8245616031,3.0224444,50.6332693,"(50.6332693,3.0224444)",Slow_transport,bicycle_parking,5 arceaux pour 10 vélos
node,9616194039,3.0579995,50.6444273,"(50.6444273,3.0579995)",Entertainment,restaurant,54 THAI
node,5383857937,3.0591244,50.6360263,"(50.6360263,3.0591244)",Daily_Life,hairdresser,6ème Sens
node,5163093747,3.0594181,50.6312770,"(50.6312770,3.0594181)",Entertainment,fast_food,808 Mac & Cheese
node,8464276950,3.0622129,50.6370122,"(50.6370122,3.0622129)",Daily_Life,optician,A et B Olivier opticiens
way,85089288,3.0961454,50.6209952,"(50.6209952,3.0961454)",Entertainment,cafe,A la Barrière
node,7903185584,3.0429459,50.6235942,"(50.6235942,3.0429459)",Entertainment,restaurant,À la Brasserie
node,5581233573,3.0527446,50.6285989,"(50.6285989,3.0527446)",Shopping,interior_decoration,A la Florière
node,9548356274,3.0583348,50.6396090,"(50.6396090,3.0583348)",Entertainment,restaurant,A la table de Louise
node,2684794084,3.0669498,50.6427879,"(50.6427879,3.0669498)",Entertainment,restaurant,À Taaable !!
node,8962510833,3.0680798,50.6353299,"(50.6353299,3.0680798)",Healthcare,dentist,A. Benaddi
node,8940907600,3.0749517,50.6115805,"(50.6115805,3.0749517)",Shopping,shoes,A.P.O 59
node,7457174158,3.0614681,50.6387489,"(50.6387489,3.0614681)",Shopping,clothes,A+M Concept Store
node,2063752339,3.0600453,50.6395574,"(50.6395574,3.0600453)",Historic,attraction,Abbaye de Loos
node,2063752354,3.0606910,50.6396833,"(50.6396833,3.0606910)",Historic,attraction,Abbaye de Loos
node,2063752357,3.0601398,50.6397812,"(50.6397812,3.0601398)",Historic,attraction,Abbaye de Loos
node,6135647789,3.0612494,50.6406865,"(50.6406865,3.0612494)",Daily_Life,alcohol,Abbayes des saveurs
node,5614580893,3.1034982,50.6342517,"(50.6342517,3.1034982)",Daily_Life,butcher,Abilio & Cécilia DE SOUSA
way,210572578,3.0400984,50.6078602,"(50.6078602,3.0400984)",Slow_transport,bicycle_parking,Abri V'Lille CHU – Eurasanté
node,6189910740,3.1090093,50.6275631,"(50.6275631,3.1090093)",Slow_transport,bicycle_parking,Abri V'Lille Hellemmes
node,5528440223,3.0737490,50.6182630,"(50.6182630,3.0737490)",Slow_transport,bicycle_parking,Abri V'Lille Porte de Douai
way,384529336,3.0515936,50.6234968,"(50.6234968,3.0515936)",Slow_transport,bicycle_parking,Abris V'Lille Wazemmes
node,7528788463,3.0896554,50.6331794,"(50.6331794,3.0896554)",Daily_Life,hairdresser,Acceess
way,1106377010,3.0854172,50.6420969,"(50.6420969,3.0854172)",Daily_Life,hairdresser,Access Coiffure
node,5202232463,3.0577038,50.6307921,"(50.6307921,3.0577038)",Daily_Life,hairdresser,Access Coiffure
node,5325752881,3.0514936,50.6276023,"(50.6276023,3.0514936)",Daily_Life,hairdresser,Access Coiffure
node,7507475194,3.0615032,50.6379168,"(50.6379168,3.0615032)",Shopping,jewelry,Accessoir'in
node,5915571346,3.0453313,50.6446996,"(50.6446996,3.0453313)",Sport,sports_centre,Accro Lille
node,7456935965,3.0622392,50.6389968,"(50.6389968,3.0622392)",Shopping,clothes,Acoté
node,8464276956,3.0608788,50.6382919,"(50.6382919,3.0608788)",Daily_Life,optician,Acuitis Lille
node,7620261163,3.0658240,50.6348129,"(50.6348129,3.0658240)",Daily_Life,hairdresser,Addict
node,5856187380,3.0754346,50.6369988,"(50.6369988,3.0754346)",Sport,sports,Adidas
node,9278736195,3.0386434,50.6292540,"(50.6292540,3.0386434)",Education,University,Adimaker
node,7442520037,3.0648631,50.6407152,"(50.6407152,3.0648631)",Shopping,clothes,Adn vestiaire masculin
node,5383857934,3.0557294,50.6342709,"(50.6342709,3.0557294)",Daily_Life,optician,Adoc Optique
node,8975083449,3.0577533,50.6254572,"(50.6254572,3.0577533)",Education,University,Adonis
node,9931675658,3.0658779,50.6354273,"(50.6354273,3.0658779)",Shopping,perfumery,Adopt'
node,9984963921,3.0678551,50.6330896,"(50.6330896,3.0678551)",Daily_Life,hairdresser,Aduke
node,7456935966,3.0621325,50.6389827,"(50.6389827,3.0621325)",Shopping,cosmetics,Aesop
node,8871577618,3.0684950,50.6364146,"(50.6364146,3.0684950)",Entertainment,fast_food,Afri Call Food
node,6431771400,3.0586141,50.6388555,"(50.6388555,3.0586141)",Entertainment,bar,African Children
node,10214376818,3.0513607,50.6279425,"(50.6279425,3.0513607)",Shopping,cosmetics,Afro Beauty Store
node,6425860475,3.0541788,50.6325466,"(50.6325466,3.0541788)",Entertainment,bar,After Time's
node,7441780974,3.0638016,50.6391423,"(50.6391423,3.0638016)",Shopping,jewelry,Agatha
way,84929879,3.0785383,50.6350843,"(50.6350843,3.0785383)",Office,office,Agence Régionale de Santé
node,6557264547,3.0627106,50.6389447,"(50.6389447,3.0627106)",Shopping,clothes,Agnès B.
node,5287188602,3.0607369,50.6383387,"(50.6383387,3.0607369)",Shopping,clothes,Aigle
node,6447191881,3.0506652,50.6266330,"(50.6266330,3.0506652)",Shopping,music,Air du temps
way,40875629,3.0636431,50.6324316,"(50.6324316,3.0636431)",Entertainment,restaurant,Akira
way,85091409,3.1020188,50.6337307,"(50.6337307,3.1020188)",Daily_Life,butcher,Akoudad
node,5325754306,3.0473569,50.6263258,"(50.6263258,3.0473569)",Entertainment,restaurant,Al Fassia
node,6915068921,3.0101615,50.6334012,"(50.6334012,3.0101615)",Entertainment,restaurant,Al'Carbone
node,5204544329,3.0492584,50.6272934,"(50.6272934,3.0492584)",Daily_Life,optician,Alain Afflelou
node,6335434117,2.9786196,50.6513249,"(50.6513249,2.9786196)",Daily_Life,optician,Alain Afflelou
node,7441428396,3.0640135,50.6382946,"(50.6382946,3.0640135)",Shopping,clothes,Alain Figaret
node,5256256922,3.0473695,50.6137020,"(50.6137020,3.0473695)",Daily_Life,bakery,albaraka
node,3084545353,3.0023735,50.6474409,"(50.6474409,3.0023735)",Public_transport,platform,Albert Thomas
node,9006107374,3.0568832,50.6421724,"(50.6421724,3.0568832)",Daily_Life,florist,Alchimie Fleurs et Objets
way,108183608,3.0061990,50.6441480,"(50.6441480,3.0061990)",Daily_Life,supermarket,ALDI
node,5202232443,3.0544625,50.6312657,"(50.6312657,3.0544625)",Daily_Life,supermarket,ALDI
node,5745648148,3.0193398,50.6397086,"(50.6397086,3.0193398)",Daily_Life,hairdresser,Alex Coiffure
node,6305966452,3.0144401,50.6396170,"(50.6396170,3.0144401)",Daily_Life,hairdresser,Alex Coiffure
node,6032496267,3.0616598,50.6378510,"(50.6378510,3.0616598)",Daily_Life,hairdresser,Alexandre Bruno
node,6904970879,3.0797506,50.6221332,"(50.6221332,3.0797506)",Healthcare,doctors,Alexandre Durak
node,4416740147,3.0207151,50.6338901,"(50.6338901,3.0207151)",Entertainment,restaurant,Alexens
node,9094264574,3.0682661,50.6283842,"(50.6283842,3.0682661)",Healthcare,dentist,Alexis Moreau
way,84402214,3.0531716,50.6218896,"(50.6218896,3.0531716)",Entertainment,restaurant,Alhambra
node,4421739671,3.0548154,50.6323834,"(50.6323834,3.0548154)",Entertainment,fast_food,Ali Baba
node,5163090900,3.0557185,50.6306095,"(50.6306095,3.0557185)",Entertainment,fast_food,Ali Baba
node,9699980717,3.0638739,50.6374907,"(50.6374907,3.0638739)",Entertainment,bar,Alices
node,9675632251,3.0214391,50.6294700,"(50.6294700,3.0214391)",Entertainment,restaurant,Alien
node,6875926430,3.0101129,50.6461282,"(50.6461282,3.0101129)",Daily_Life,hairdresser,Alizé coiffeur conseil
node,3629249199,3.0533082,50.6329563,"(50.6329563,3.0533082)",Entertainment,restaurant,All Pommodoro
node,314063069,3.0649561,50.6417128,"(50.6417128,3.0649561)",Shopping,musical_instrument,Allegro Partition
way,85087808,3.1039137,50.6289953,"(50.6289953,3.1039137)",Shopping,retail,Allianz
way,41290682,3.0418392,50.6253186,"(50.6253186,3.0418392)",Entertainment,restaurant,Allo Couscous
node,9987944263,3.0397167,50.6255082,"(50.6255082,3.0397167)",Daily_Life,florist,Allo Fleurs
node,5271386654,3.0575245,50.6307220,"(50.6307220,3.0575245)",Shopping,travel_agency,Alloa Voyages
node,7387324347,3.0439144,50.6311792,"(50.6311792,3.0439144)",Sport,sports,Allway Sport
node,2694662653,3.0892872,50.6321180,"(50.6321180,3.0892872)",Entertainment,bar,Alto Post
way,108186777,2.9819360,50.6448385,"(50.6448385,2.9819360)",Daily_Life,florist,Amaryllis
node,7442270824,3.0640263,50.6393061,"(50.6393061,3.0640263)",Shopping,clothes,American Vintage
node,8964309475,3.0322921,50.6269495,"(50.6269495,3.0322921)",Education,University,AMOS - Sport Business School
node,8988581091,3.0669823,50.6351757,"(50.6351757,3.0669823)",Shopping,travel_agency,Ampa Voyages
node,1462139492,3.0453289,50.6332418,"(50.6332418,3.0453289)",Culture,theatre,Amphithéatre Teillard de Chardin
node,617240502,3.0666219,50.6380195,"(50.6380195,3.0666219)",Entertainment,bar,Amul solo
node,6309298778,3.0092713,50.6350018,"(50.6350018,3.0092713)",Public_transport,platform,Anatole France
node,6915059222,3.0092533,50.6354930,"(50.6354930,3.0092533)",Public_transport,platform,Anatole France
node,6984726108,3.0081693,50.6347726,"(50.6347726,3.0081693)",Public_transport,platform,Anatole France
node,2063752386,3.0562768,50.6385292,"(50.6385292,3.0562768)",Historic,attraction,Ancien couvent des Madelonnettes
node,2063752391,3.0564705,50.6385583,"(50.6385583,3.0564705)",Historic,attraction,Ancien couvent des Madelonnettes
node,2063752394,3.0548730,50.6379420,"(50.6379420,3.0548730)",Historic,attraction,Ancien couvent des Minines
node,8984048737,3.0501689,50.6344635,"(50.6344635,3.0501689)",Historic,attraction,Ancien fort Saint-Sauveur
node,2063752408,3.0612227,50.6388459,"(50.6388459,3.0612227)",Historic,attraction,Ancien hôtel
node,8987218774,3.0586666,50.6379771,"(50.6379771,3.0586666)",Historic,attraction,Ancien siège social de la Société des Mines de Lens
node,8987257061,3.0667617,50.6433801,"(50.6433801,3.0667617)",Historic,attraction,Ancienne chapelle des Carmes Déchaussées
node,5554322932,3.1015101,50.6232058,"(50.6232058,3.1015101)",Slow_transport,bicycle_parking,Ancienne église Notre-Dame de Lourdes
way,85101296,3.1013140,50.6230757,"(50.6230757,3.1013140)",Religious,church,Ancienne église Notre-Dame de Lourdes
way,85101296,3.1013140,50.6230757,"(50.6230757,3.1013140)",Religious,church,Ancienne église Notre-Dame de Lourdes
node,5554322931,3.1015660,50.6231620,"(50.6231620,3.1015660)",Slow_transport,bicycle_parking,Ancienne église Notre-Dame de Lourdes 2
way,50363681,3.0631933,50.6447920,"(50.6447920,3.0631933)",Religious,church,Ancienne église Sainte-Marie-Madeleine
way,85092649,3.1150382,50.6270301,"(50.6270301,3.1150382)",Administration,Mairie,Ancienne Mairie
node,3084335564,2.9908201,50.6383594,"(50.6383594,2.9908201)",Public_transport,platform,André Thoor
node,3084335567,2.9909143,50.6386968,"(50.6386968,2.9909143)",Public_transport,platform,André Thoor
node,6133393112,3.0636359,50.6382367,"(50.6382367,3.0636359)",Shopping,jewelry,Anemone
node,9662680156,3.0728446,50.6207824,"(50.6207824,3.0728446)",Daily_Life,hairdresser,Angèle coiffure
node,8866332218,3.0851510,50.6419949,"(50.6419949,3.0851510)",Entertainment,restaurant,Angkor
node,8839018589,3.0564899,50.6452806,"(50.6452806,3.0564899)",Entertainment,bar,Angle 95
node,7416672417,3.0701378,50.6352885,"(50.6352885,3.0701378)",Entertainment,restaurant,Ankara
node,8999661623,3.0624130,50.6439628,"(50.6439628,3.0624130)",Healthcare,dentist,Anne Bourgeois
node,5581233572,3.0526551,50.6287736,"(50.6287736,3.0526551)",Entertainment,restaurant,Annie's Kitchen
node,8995826554,3.0438454,50.6289503,"(50.6289503,3.0438454)",Healthcare,dentist,Antoine Bonnel
node,5342366421,3.0623902,50.6413947,"(50.6413947,3.0623902)",Shopping,clothes,Antoine et Lili
node,6571108767,3.0606449,50.6386660,"(50.6386660,3.0606449)",Entertainment,bar,Antonietta
node,7448518934,3.0671971,50.6429772,"(50.6429772,3.0671971)",Entertainment,restaurant,Aoyama
node,2690729824,3.0812925,50.6291497,"(50.6291497,3.0812925)",Hotel,hotel,Appart City Lille Grand Palais
node,9721960215,3.0643466,50.6363843,"(50.6363843,3.0643466)",Shopping,perfumery,April
node,8948397209,3.0499619,50.6189200,"(50.6189200,3.0499619)",Daily_Life,pharmacy,Aprium Pharmacie
node,6119978812,3.0568841,50.6299959,"(50.6299959,3.0568841)",Shopping,travel_agency,Aquatour
node,6893589402,2.9867914,50.6456111,"(50.6456111,2.9867914)",Shopping,travel_agency,Aquatour
node,7507963852,3.0681149,50.6369123,"(50.6369123,3.0681149)",Shopping,travel_agency,Aquatour
node,2927999544,3.0611748,50.6202405,"(50.6202405,3.0611748)",Public_transport,platform,Arago
node,2927999545,3.0612967,50.6206640,"(50.6206640,3.0612967)",Public_transport,platform,Arago
node,10154338669,3.0576859,50.6444315,"(50.6444315,3.0576859)",Entertainment,restaurant,Arancinis Lovers
node,2616209561,3.0497517,50.6056960,"(50.6056960,3.0497517)",Public_transport,platform,Arbrisseau
node,2616209564,3.0481918,50.6059702,"(50.6059702,3.0481918)",Public_transport,platform,Arbrisseau
node,5538696783,3.0619356,50.6369018,"(50.6369018,3.0619356)",Shopping,shoes,Arche
node,5163090899,3.0559608,50.6304838,"(50.6304838,3.0559608)",Entertainment,bar,Arena Bar
node,7645925303,3.0560081,50.6254632,"(50.6254632,3.0560081)",Sport,sports_centre,Arkose Lille
node,6335434118,2.9760128,50.6515168,"(50.6515168,2.9760128)",Shopping,clothes,Armand Thiery
node,8022017157,3.0612685,50.6361220,"(50.6361220,3.0612685)",Shopping,cosmetics,Aroma-zone
way,45827936,3.0633269,50.6350218,"(50.6350218,3.0633269)",Entertainment,restaurant,Aromebase
node,5345783634,3.0488268,50.6313480,"(50.6313480,3.0488268)",Shopping,books,Art & Liturgie
way,84450443,3.0584567,50.6442230,"(50.6442230,3.0584567)",Shopping,musical_instrument,Art Piano
node,5383857972,3.0626385,50.6384715,"(50.6384715,3.0626385)",Shopping,jewelry,Arthus Bertrand
node,1788669979,3.0903675,50.6329536,"(50.6329536,3.0903675)",Daily_Life,bakery,Artisan Boulanger Madeleine
node,4302854784,3.0586678,50.6294811,"(50.6294811,3.0586678)",Daily_Life,hairdresser,Artist Hair
node,2717260104,3.0941724,50.6315585,"(50.6315585,3.0941724)",Daily_Life,hairdresser,Artistic Coiffure
node,2917888391,3.0616939,50.6260112,"(50.6260112,3.0616939)",Public_transport,platform,Artois
node,2917888392,3.0617001,50.6261331,"(50.6261331,3.0617001)",Public_transport,platform,Artois
node,6032496258,3.0648530,50.6388640,"(50.6388640,3.0648530)",Shopping,clothes,Ashton
node,583242447,3.0659892,50.6362914,"(50.6362914,3.0659892)",Entertainment,fast_food,Asie Snack
node,1505154069,3.0507834,50.6256835,"(50.6256835,3.0507834)",Entertainment,fast_food,Aspendos
way,42736739,3.0487636,50.6290615,"(50.6290615,3.0487636)",Sport,sports_centre,ASPTT Lille
way,85087432,3.0992223,50.6310502,"(50.6310502,3.0992223)",Religious,mosque,Association Culturelle Des Travailleurs Turcs
way,84402253,3.0489286,50.6200251,"(50.6200251,3.0489286)",Religious,mosque,Association Fidélité
node,9136359802,3.0624296,50.6413401,"(50.6413401,3.0624296)",Daily_Life,chocolate,Astral Chocolat
node,5343505325,3.0600438,50.6354141,"(50.6354141,3.0600438)",Shopping,books,AstroCity
way,39581519,3.0131346,50.6296196,"(50.6296196,3.0131346)",Shopping,retail,Asturienne
way,85093054,3.1010473,50.6227152,"(50.6227152,3.1010473)",Culture,arts_centre,Atelier 4
node,6512125018,3.0010841,50.6470059,"(50.6470059,3.0010841)",Daily_Life,chocolate,Atelier de la Gourmandise
node,9507450382,3.0571669,50.6303613,"(50.6303613,3.0571669)",Sport,fitness_centre,Atelier de Yoga
node,9985932829,3.0622564,50.6330327,"(50.6330327,3.0622564)",Shopping,interior_decoration,Atelier Kumo
node,8963725144,3.0654024,50.6391808,"(50.6391808,3.0654024)",Shopping,interior_decoration,Atelier Mama Oh!
node,5325752899,3.0498046,50.6275185,"(50.6275185,3.0498046)",Daily_Life,optician,Atol
node,7507963850,3.0684106,50.6368736,"(50.6368736,3.0684106)",Daily_Life,optician,Atol
node,9507450381,3.0570819,50.6303250,"(50.6303250,3.0570819)",Sport,sports,Attitude Diffusion
node,5942418313,3.0556362,50.6309394,"(50.6309394,3.0556362)",Entertainment,fast_food,Au 111 del Solfe
node,9405062817,3.0748978,50.6329150,"(50.6329150,3.0748978)",Entertainment,restaurant,Au 30 meal
way,108183039,3.0148738,50.6396964,"(50.6396964,3.0148738)",Entertainment,restaurant,Au 49
node,8449700167,3.1056902,50.6325762,"(50.6325762,3.1056902)",Entertainment,bar,Au Bienvenue
node,5343504210,3.0535367,50.6330617,"(50.6330617,3.0535367)",Entertainment,restaurant,Au Bon Poulet
node,5342326026,3.0658008,50.6361264,"(50.6361264,3.0658008)",Shopping,clothes,Au bonheur de Sophie
node,2995959296,3.0941397,50.6237613,"(50.6237613,3.0941397)",Daily_Life,bakery,Au Bonheur des gourmands
node,7467944481,3.0581209,50.6374248,"(50.6374248,3.0581209)",Entertainment,bar,Au Boudin Bar
node,4570277277,3.0573159,50.6275104,"(50.6275104,3.0573159)",Entertainment,bar,Au bout du bar
node,7680448286,3.0588892,50.6312902,"(50.6312902,3.0588892)",Entertainment,fast_food,Au Burger d'Or
way,40236856,3.0392307,50.6272602,"(50.6272602,3.0392307)",Entertainment,bar,Au Carrefour
node,5316414406,3.0462778,50.6302515,"(50.6302515,3.0462778)",Entertainment,fast_food,Au Ch'ti Panini
node,5324530165,3.0642681,50.6368667,"(50.6368667,3.0642681)",Daily_Life,chocolate,Au Chat Bleu
node,4432802851,3.0486459,50.6251385,"(50.6251385,3.0486459)",Entertainment,bar,Au Cheval Blanc
way,85096425,3.0967046,50.6290243,"(50.6290243,3.0967046)",Entertainment,cafe,Au clos des archers
node,2090996764,3.0613893,50.6223422,"(50.6223422,3.0613893)",Entertainment,cafe,Au Comte d'Artois
node,2694662866,3.0865176,50.6322444,"(50.6322444,3.0865176)",Entertainment,pub,Au Coq d'Or
node,4442146054,3.0699290,50.6355920,"(50.6355920,3.0699290)",Entertainment,bar,Au Courrier de Tournai
way,85099411,3.1048332,50.6283572,"(50.6283572,3.1048332)",Shopping,convenience,Au cours des halles
node,10079394217,3.0655480,50.6332080,"(50.6332080,3.0655480)",Daily_Life,hairdresser,Au delà du miroir
node,5324577311,3.0568227,50.6300275,"(50.6300275,3.0568227)",Entertainment,restaurant,Au dragon d'or
way,41109800,3.0408804,50.6264600,"(50.6264600,3.0408804)",Entertainment,cafe,Au Duc de Montebello
node,6130493702,3.0279067,50.6178804,"(50.6178804,3.0279067)",Daily_Life,butcher,Au Faubourg
node,7330223510,3.0553761,50.6026694,"(50.6026694,3.0553761)",Daily_Life,bakery,Au Fournil d'Arras
node,3223270192,3.0515417,50.6230734,"(50.6230734,3.0515417)",Daily_Life,bakery,Au fournil de Wazemmes
node,7448518936,3.0675914,50.6432528,"(50.6432528,3.0675914)",Entertainment,bar,Au Gand'Brinus
way,42509988,3.0576022,50.6388816,"(50.6388816,3.0576022)",Entertainment,restaurant,Au goût du jour
node,7429068425,3.0667742,50.6314500,"(50.6314500,3.0667742)",Sport,sports_centre,Au Grand Large
node,8776305072,3.0615076,50.6410574,"(50.6410574,3.0615076)",Shopping,wine,Au Gré du Vin et des Saveurs Gourmandes
node,978036765,3.0698910,50.6325077,"(50.6325077,3.0698910)",Daily_Life,bakery,Au Kennedy
node,4442146056,3.0705534,50.6354038,"(50.6354038,3.0705534)",Entertainment,bar,Au Lion Belge
node,7569069534,3.0479262,50.6145943,"(50.6145943,3.0479262)",Daily_Life,bakery,Au moka du sud
node,6042843003,3.0646196,50.6403584,"(50.6403584,3.0646196)",Daily_Life,florist,Au Nom de la Rose
node,6915134072,3.0070750,50.6322392,"(50.6322392,3.0070750)",Entertainment,fast_food,Au P'tit Délice
node,4671775430,3.0694686,50.6284483,"(50.6284483,3.0694686)",Daily_Life,bakery,Au P'tit Louis - St Sauveur
node,5320723322,3.0477361,50.6142683,"(50.6142683,3.0477361)",Entertainment,cafe,Au P'tit Marin
node,8951879475,3.0466426,50.6126074,"(50.6126074,3.0466426)",Entertainment,bar,Au P'tit Pompier
node,9057219576,3.0272297,50.6320409,"(50.6320409,3.0272297)",Daily_Life,bakery,Au Pain d'épi
node,7858105288,3.0458447,50.6110090,"(50.6110090,3.0458447)",Daily_Life,bakery,Au pain du sud
node,7686937821,3.0886648,50.6268462,"(50.6268462,3.0886648)",Daily_Life,bakery,Au Pain Gourmand
node,9946833085,3.0800194,50.6235860,"(50.6235860,3.0800194)",Daily_Life,bakery,Au Pain Levé
node,2300170109,3.0896610,50.6335474,"(50.6335474,3.0896610)",Daily_Life,bakery,Au Palais des Dames
way,85087448,3.0887249,50.6264233,"(50.6264233,3.0887249)",Shopping,convenience,Au Panier Garni
node,5325754303,3.0476558,50.6266525,"(50.6266525,3.0476558)",Daily_Life,bakery,Au Pavé des Flandres
way,84921294,3.0923621,50.6369124,"(50.6369124,3.0923621)",Entertainment,bar,Au petit coin
way,833216801,3.0845696,50.6375075,"(50.6375075,3.0845696)",Entertainment,fast_food,Au petit Festin
node,5325754308,3.0472268,50.6264802,"(50.6264802,3.0472268)",Daily_Life,seafood,Au Petit Mousse
node,6536701939,3.0494574,50.6265884,"(50.6265884,3.0494574)",Daily_Life,seafood,Au petit poissonnier
node,617240504,3.0649427,50.6393838,"(50.6393838,3.0649427)",Entertainment,cafe,Au Point Central
node,4183809473,3.0617283,50.6415920,"(50.6415920,3.0617283)",Daily_Life,hairdresser,Au quai des artistes
node,5133702662,3.0538045,50.6373079,"(50.6373079,3.0538045)",Entertainment,restaurant,Au Quai du Wault
node,2876224636,3.0594704,50.6359495,"(50.6359495,3.0594704)",Entertainment,bar,Au Refuge
node,6905063155,3.0491570,50.6266980,"(50.6266980,3.0491570)",Daily_Life,butcher,Au roi du boudin
way,41184612,3.0749815,50.6292440,"(50.6292440,3.0749815)",Entertainment,restaurant,Au Roi Soleil
node,5298878521,3.0663684,50.6423263,"(50.6423263,3.0663684)",Entertainment,restaurant,Au Soyeux
node,3390290599,3.0182519,50.6410436,"(50.6410436,3.0182519)",Entertainment,bar,Au Stop
node,617639563,3.0614070,50.6408939,"(50.6408939,3.0614070)",Entertainment,restaurant,Au Vieux de la Vieille
node,5350606161,3.0625096,50.6383869,"(50.6383869,3.0625096)",Shopping,clothes,Aubade
node,8232675793,3.0673807,50.6352474,"(50.6352474,3.0673807)",Daily_Life,supermarket,Auchan
node,9981230085,3.0224579,50.6343900,"(50.6343900,3.0224579)",Daily_Life,supermarket,Auchan
node,10177992797,3.0814779,50.6406904,"(50.6406904,3.0814779)",Daily_Life,supermarket,Auchan
way,108186200,2.9697400,50.6342210,"(50.6342210,2.9697400)",Daily_Life,supermarket,Auchan Drive
way,84449453,3.0587404,50.6470358,"(50.6470358,3.0587404)",Daily_Life,supermarket,Auchan Drive
node,7885073437,3.0566702,50.6303963,"(50.6303963,3.0566702)",Daily_Life,supermarket,Auchan Drive
node,5709628385,3.0525134,50.6326003,"(50.6326003,3.0525134)",Daily_Life,supermarket,Auchan Drive Piéton
node,4421806115,3.0479704,50.6334381,"(50.6334381,3.0479704)",Daily_Life,supermarket,Auchan Drive Piéton Vauban
node,6110928848,3.0384536,50.6242337,"(50.6242337,3.0384536)",Daily_Life,supermarket,Auchan Piéton Lille Isly
node,9405028118,3.0684031,50.6321790,"(50.6321790,3.0684031)",Daily_Life,supermarket,Auchan Piéton Lille Kennedy
node,6581709309,3.0285577,50.6179118,"(50.6179118,3.0285577)",Public_transport,platform,Augereau
node,6581709310,3.0283834,50.6177382,"(50.6177382,3.0283834)",Public_transport,platform,Augereau
node,5455331792,3.0529486,50.6286783,"(50.6286783,3.0529486)",Entertainment,fast_food,Authentic Burger
node,8973547971,3.0581733,50.6401381,"(50.6401381,3.0581733)",Entertainment,restaurant,Autour de vous
node,1389924582,3.0676431,50.6348457,"(50.6348457,3.0676431)",Shopping,books,Autour du Monde
node,8015860199,3.0613709,50.6418626,"(50.6418626,3.0613709)",Entertainment,restaurant,Aux Arts
node,8194364206,3.0623553,50.6318222,"(50.6318222,3.0623553)",Daily_Life,hairdresser,Aux barbus lillois
node,5325754268,3.0488644,50.6262455,"(50.6262455,3.0488644)",Entertainment,restaurant,Aux Bretons
node,5555156965,3.0491290,50.6267369,"(50.6267369,3.0491290)",Daily_Life,greengrocer,Aux Campagnes Lilloises
way,85083588,3.1065203,50.6282272,"(50.6282272,3.1065203)",Daily_Life,bakery,Aux délices
node,5225103900,3.1142119,50.6351378,"(50.6351378,3.1142119)",Daily_Life,bakery,Aux délices de la Guingette
node,4893943621,3.0618163,50.6395745,"(50.6395745,3.0618163)",Entertainment,restaurant,Aux Deux Cocottes
node,2995433301,3.0614902,50.6296978,"(50.6296978,3.0614902)",Entertainment,restaurant,Aux Éphérites
node,5267867990,3.0550048,50.6319178,"(50.6319178,3.0550048)",Entertainment,fast_food,Aux Filles du Cambodge
node,9472516392,3.0585568,50.6376047,"(50.6376047,3.0585568)",Entertainment,restaurant,Aux Indes
node,1495214830,3.0419094,50.6191100,"(50.6191100,3.0419094)",Daily_Life,greengrocer,Aux jardins du faubourg
node,1402607820,3.0621670,50.6413210,"(50.6413210,3.0621670)",Daily_Life,bakery,Aux Merveilleux de Fred
node,5163090888,3.0491330,50.6272376,"(50.6272376,3.0491330)",Daily_Life,pastry,Aux Merveilleux de Fred
